Instruction, , , , , , , , , , Result, Operator, (, Operand, ), Actual Value(s),,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Hurricane, ," ""(1", Over10Miles," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , ConstructionFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Hay Storage & Open Sides.Hurricane, ," ""(false", <<0,"0>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Confinement.Hurricane, ," ""(true", false, false, true, Inside, false," true) = 1.3""",,,,,
, , CONTINUE, , , , , , , , , ×, , table:Brooder_Heater.Hurricane, , (false) = 1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Perils.Hurricane, ," ""(1", Special," Cov O) = 1.07""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Age Of Structure.Hurricane, ," ""(1", Confinement, <<3,"3>>) = 1""",,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Hurricane, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, , CONTINUE, , , , , , , , , ×, , FinalFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, ,0.48528,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, ,0.9749,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Hurricane, ," ""(1", <<0,"0>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Hurricane, ," ""(1", Cov O, false, false, false," false) = 1""",,,,,,
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Hurricane, ," ""(1", Cov O,1000, <<48528,"48528>>) = 1""",,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Hurricane, ," ""(1", false, Cov O,1000, <<48528,48528>>," 1) = 0.975""",,,,,
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
, BaseRate, , , , , , , , ,9.6846, ?, , CostData.BaseRate, ,9.6846,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
, BaseRate, , , , , , , , ,9.6846, ?, , CostData.BaseRate, ,9.6846,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Hurricane, ," ""(1"," Cov O) = 0""",,,,,,,,,,
, AdjustedRate, , , , , , , , ,9.6846, ?, , CostData.BaseRate, ,9.6846,,,,,,,,,,,
, TermAmount, , , , , , , , ,9.68, ?, , CostData.BaseRate, ,9.6846,,,,,,,,,,,
, , CONTINUE, , , , , , , , , R, ,0.01, ,9.68,,,,,,,,,,,
Coverage O - Farm Outbuildings and Structures - Liability, , , , , , , , , , , , , , , ,,,,,,,,,,,
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , ,,,,,,,,,,,
, Cov_O_Liability (1), , , , , , , , , , , , , , ,,,,,,,,,,,
, ConstructionFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, RoofFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, PolicySizeFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartCameraFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartSmokeAlarmFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartLightFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, AutTempDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, WaterLeakgDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, GasLeakgDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, GeneratorFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, IFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, JFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, KFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, MFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, NFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, OFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, ADFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, QFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, XFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, CFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, CRFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, AcreageFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, AcreageFactor, , , , , , , , ,1.19, ?, , table:Acreage.Liability, ," ""(1", <<57,57>>," Cov O) = 1.19""",,,,,,,,
, MaxCreditPerPeril, , , , , , , , ,0.2, ?, , table:ProtectiveDevices.Liability, ," ""(1", Max," Cov O) = 0.2""",,,,,,,,,
, AllDiscount, , , , , , , , ,0, ?, , IFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , JFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , KFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , MFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , NFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , OFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , QFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , ADFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , XFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , CFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , CRFactor, ,0,,,,,,,,,,,
, FinalFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ?, ," ""min(AllDiscount"," MaxCreditPerPeril)""", ," ""min(0"," 0.2) = 0""",,,,,,,,,
, PolicySizeFactor, , , , , , , , ,0.9731168, ?, , table:PolicySizeRelativity.Liability, ," ""(1",48528," Cov O) = 0.9731168""",,,,,,,,,
, ConstructionFactor, , , , , , , , ,1, ?, , table:Construction Materials for All.Liability, ," ""(1", Cov O," Pre-Engineered Metal (ISO 3)) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Sq Feet Stories.Liability, ," ""(<<2200",2200>>, Cov O," 2) = 1""",,,,,,,,
, RoofFactor, , , , , , , , ,1, ?, , table:AoR.Liability, ," ""(1", Cov O,1, Slate, <<3,3>>, false," false) = 1""",,,,
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Liability, ," ""(1", Cov O," false) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Liability, ," ""(1", false, Cov O, <<3,"3>>) = 1""",,,,,,,
, BaseRate, , , , , , , , , 31.25817103865247792000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ?, , table:BaseRate.Liability, ," ""(1"," Cov O) = 19.9""",,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Liability, ," ""(1", Cov O," 46063) = 0.9""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Liability, , (false) = 1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Liability, ," ""(46063", <<999.990,"999.990>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, ,1.19,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Liability, ," ""(1", Crops," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Structure Type.Liability, ," ""(1"," PoultryHouseCageOpMultiStory) = 1.1""",,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Credit.Liability, ," ""(1", <<731,731>>," Cov O) = 0.985""",,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Liability, ," ""(1",10," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Liability, ," ""(1", Over10Miles," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , ConstructionFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Hay Storage & Open Sides.Liability, ," ""(false", <<0,"0>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Confinement.Liability, ," ""(true", false, false, true, Inside, false," true) = 1.3""",,,,,
, , CONTINUE, , , , , , , , , ×, , table:Brooder_Heater.Liability, , (false) = 1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Perils.Liability, ," ""(1", Special," Cov O) = 1.07""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Age Of Structure.Liability, ," ""(1", Confinement, <<3,"3>>) = 1""",,,,,,,,
, , CONTINUE, , , , , , , , , ×, , RoofFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Liability, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, , CONTINUE, , , , , , , , , ×, , FinalFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, ,0.9731168,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Liability, ," ""(1", <<0,"0>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Liability, ," ""(1", Cov O, false, false, false," false) = 1""",,,,,,
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Liability, ," ""(1", Cov O,1000, <<48528,"48528>>) = 1""",,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Liability, ," ""(1", false, Cov O,1000, <<48528,48528>>," 1) = 1""",,,,,
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
, BaseRate, , , , , , , , ,31.2582, ?, , CostData.BaseRate, ,31.2582,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
, BaseRate, , , , , , , , ,31.2582, ?, , CostData.BaseRate, ,31.2582,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Liability, ," ""(1"," Cov O) = 0""",,,,,,,,,,
, AdjustedRate, , , , , , , , ,31.2582, ?, , CostData.BaseRate, ,31.2582,,,,,,,,,,,
, TermAmount, , , , , , , , ,31.26, ?, , CostData.BaseRate, ,31.2582,,,,,,,,,,,
, , CONTINUE, , , , , , , , , R, ,0.01, ,31.26,,,,,,,,,,,
Coverage O - Farm Outbuildings and Structures - Hail, , , , , , , , , , , , , , , ,,,,,,,,,,,
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , ,,,,,,,,,,,
, Cov_O_Hail (1), , , , , , , , , , , , , , ,,,,,,,,,,,
, ConstructionFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, AcreageFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, RoofFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, PolicySizeFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartCameraFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartSmokeAlarmFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartLightFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, AutTempDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, WaterLeakgDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, GasLeakgDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, GeneratorFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, IFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, JFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, KFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, MFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, NFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, OFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, ADFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, QFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, XFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, CFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, CRFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, MaxCreditPerPeril, , , , , , , , ,0.2, ?, , table:ProtectiveDevices.Hail, ," ""(1", Max," Cov O) = 0.2""",,,,,,,,,
, AcreageFactor, , , , , , , , ,1, ?, , table:Acreage.Hail, ," ""(1", <<57,57>>," Cov O) = 1""",,,,,,,,
, AllDiscount, , , , , , , , ,0, ?, , IFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , JFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , KFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , MFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , NFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , OFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , QFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , ADFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , XFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , CFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , CRFactor, ,0,,,,,,,,,,,
, FinalFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ?, ," ""min(AllDiscount"," MaxCreditPerPeril)""", ," ""min(0"," 0.2) = 0""",,,,,,,,,
, PolicySizeFactor, , , , , , , , ,0.48528, ?, , table:PolicySizeRelativity.Hail, ," ""(1",48528," Cov O) = 0.48528""",,,,,,,,,
, ConstructionFactor, , , , , , , , ,0.88, ?, , table:Construction Materials for All.Hail, ," ""(1", Cov O," Pre-Engineered Metal (ISO 3)) = 0.88""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Sq Feet Stories.Hail, ," ""(<<2200",2200>>, Cov O," 2) = 1""",,,,,,,,
, RoofFactor, , , , , , , , ,0.622, ?, , table:AoR.Hail, ," ""(1", Cov O,1, Slate, <<3,3>>, false," false) = 0.622""",,,,
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Hail, ," ""(1", Cov O," false) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Hail, ," ""(1", false, Cov O, <<3,"3>>) = 1""",,,,,,,
, BaseRate, , , , , , , , , 89.889886866297822977428991191756800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ?, , table:BaseRate.Hail, ," ""(1"," Cov O) = 261.38""",,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Hail, ," ""(1", Cov O," 46063) = 0.857""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Hail, , (false) = 1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Hail, ," ""(46063", <<999.990,"999.990>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Hail, ," ""(1", Crops," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Structure Type.Hail, ," ""(1"," PoultryHouseCageOpMultiStory) = 1""",,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Credit.Hail, ," ""(1", <<731,731>>," Cov O) = 0.999""",,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Hail, ," ""(1",10," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Hail, ," ""(1", Over10Miles," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , ConstructionFactor, ,0.88,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Hay Storage & Open Sides.Hail, ," ""(false", <<0,"0>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Confinement.Hail, ," ""(true", false, false, true, Inside, false," true) = 1.3""",,,,,
, , CONTINUE, , , , , , , , , ×, , table:Brooder_Heater.Hail, , (false) = 1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Perils.Hail, ," ""(1", Special," Cov O) = 1.07""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Age Of Structure.Hail, ," ""(1", Confinement, <<3,"3>>) = 0.87""",,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Hail, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, , CONTINUE, , , , , , , , , ×, , FinalFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, ,0.48528,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, ,0.9749,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Hail, ," ""(1", <<0,"0>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Hail, ," ""(1", Cov O, false, false, false," false) = 1""",,,,,,
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Hail, ," ""(1", Cov O,1000, <<48528,"48528>>) = 1""",,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Hail, ," ""(1", false, Cov O,1000, <<48528,48528>>," 1) = 0.986""",,,,,
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Confinement.Hail, ," ""(true", false, false, true, Inside, false," true) = 1.3""",,,,,
, , CONTINUE, , , , , , , , , ×, , RoofFactor, ,0.622,,,,,,,,,,,
, BaseRate, , , , , , , , ,89.8899, ?, , CostData.BaseRate, ,89.8899,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
, BaseRate, , , , , , , , ,89.8899, ?, , CostData.BaseRate, ,89.8899,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Hail, ," ""(1"," Cov O) = 0""",,,,,,,,,,
, AdjustedRate, , , , , , , , ,89.8899, ?, , CostData.BaseRate, ,89.8899,,,,,,,,,,,
, TermAmount, , , , , , , , ,89.89, ?, , CostData.BaseRate, ,89.8899,,,,,,,,,,,
, , CONTINUE, , , , , , , , , R, ,0.01, ,89.89,,,,,,,,,,,
Coverage O - Farm Outbuildings and Structures - Water, , , , , , , , , , , , , , , ,,,,,,,,,,,
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , ,,,,,,,,,,,
, Cov_O_Water (1), , , , , , , , , , , , , , ,,,,,,,,,,,
, AcreageFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, AcreageFactor, , , , , , , , ,1, ?, , table:Acreage.Water, ," ""(1", <<57,57>>," Cov O) = 1""",,,,,,,,
, ConstructionFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, RoofFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, PolicySizeFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartCameraFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartSmokeAlarmFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartLightFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, AutTempDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, WaterLeakgDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, GasLeakgDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, GeneratorFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, IFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, JFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, KFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, MFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, NFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, OFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, ADFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, QFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, XFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, CFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, CRFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, MaxCreditPerPeril, , , , , , , , ,0.2, ?, , table:ProtectiveDevices.Water, ," ""(1", Max," Cov O) = 0.2""",,,,,,,,,
, AllDiscount, , , , , , , , ,0, ?, , IFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , JFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , KFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , MFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , NFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , OFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , QFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , ADFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , XFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , CFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , CRFactor, ,0,,,,,,,,,,,
, FinalFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ?, ," ""min(AllDiscount"," MaxCreditPerPeril)""", ," ""min(0"," 0.2) = 0""",,,,,,,,,
, PolicySizeFactor, , , , , , , , ,0.48528, ?, , table:PolicySizeRelativity.Water, ," ""(1",48528," Cov O) = 0.48528""",,,,,,,,,
, ConstructionFactor, , , , , , , , ,1.08, ?, , table:Construction Materials for All.Water, ," ""(1", Cov O," Pre-Engineered Metal (ISO 3)) = 1.08""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Sq Feet Stories.Water, ," ""(<<2200",2200>>, Cov O," 2) = 1""",,,,,,,,
, RoofFactor, , , , , , , , ,1, ?, , table:AoR.Water, ," ""(1", Cov O,1, Slate, <<3,3>>, false," false) = 1""",,,,
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Water, ," ""(1", Cov O," false) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Water, ," ""(1", false, Cov O, <<3,"3>>) = 1""",,,,,,,
, BaseRate, , , , , , , , , 0.39701217588702926301646848000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ?, , table:BaseRate.Water, ," ""(1"," Cov O) = 0.78""",,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Water, ," ""(1", Cov O," 46063) = 0.867""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Water, , (false) = 1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Water, ," ""(46063", <<999.990,"999.990>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Water, ," ""(1", Crops," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Structure Type.Water, ," ""(1"," PoultryHouseCageOpMultiStory) = 1""",,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Credit.Water, ," ""(1", <<731,731>>," Cov O) = 0.989""",,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Water, ," ""(1",10," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Water, ," ""(1", Over10Miles," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , ConstructionFactor, ,1.08,,,,,,,,,,,
