S.No.,Coverage_Name,Dwelling,Rating_Factors_Algorithm,Rating_Factors_PC_worksheet,Rating_Factors_Expected
1882,Coverage E,Theft,Farming Claims Factor,,
1883,Coverage E,Theft,New Business Loss Experience Factor,,
1884,Coverage E,Theft,Multipolicy Discount,table:MultipolicyDiscount.Theft,Multipol
1885,Coverage E,Theft,Policy Size Relativity,PolicySizeFactor,CovEPSR
1886,Coverage E,Theft,All Peril Deductible,table:All Perils Deductible.Theft,APDed
1887,Coverage E,Theft,Employee Discount,table:EmployeeDiscount,EmployDisc
1888,Coverage E,Theft,IRPM Factor,,
1889,Coverage E,Theft,Transfer Plan Factor,,
1890,Coverage E,Water,Base Rate,table:BaseRate.Water,BaseRate
1891,Coverage E,Water,Territory Relativities,table:Territory Relativities.Water,TerrRel
1892,Coverage E,Water,WindHail Excl,table:Wind Hail Exclusion.Water,WHExcl
1893,Coverage E,Water,Acreage,AcreageFactor,Acres
1894,Coverage E,Water,Farm Type,table:Farm_Type.Water,FarmType
1895,Coverage E,Water,Credit,table:Credit.Water,Credit
1896,Coverage E,Water,Protection Class,table:Protection Class.Water,PC
1897,Coverage E,Water,Dwelling Claims Factor,,
1898,Coverage E,Water,Farming Claims Factor,,
1899,Coverage E,Water,New Business Loss Experience Factor,,
1900,Coverage E,Water,Multipolicy Discount,table:MultipolicyDiscount.Water,Multipol
1901,Coverage E,Water,Policy Size Relativity,PolicySizeFactor,CovEPSR
1902,Coverage E,Water,All Peril Deductible,table:All Perils Deductible.Water,APDed
1903,Coverage E,Water,Employee Discount,table:EmployeeDiscount,EmployDisc
1904,Coverage E,Water,IRPM Factor,,
1905,Coverage E,Water,Transfer Plan Factor,,
1906,Coverage E,Other,Base Rate,table:BaseRate.Other,BaseRate
1907,Coverage E,Other,Territory Relativities,table:Territory Relativities.Other,TerrRel
1908,Coverage E,Other,WindHail Excl,table:Wind Hail Exclusion.Other,WHExcl
1909,Coverage E,Other,Acreage,AcreageFactor,Acres
1910,Coverage E,Other,Farm Type,table:Farm_Type.Other,FarmType
1911,Coverage E,Other,Credit,table:Credit.Other,Credit
1912,Coverage E,Other,Protection Class,table:Protection Class.Other,PC
1913,Coverage E,Other,Dwelling Claims Factor,,
1914,Coverage E,Other,Farming Claims Factor,,
1915,Coverage E,Other,New Business Loss Experience Factor,,
1916,Coverage E,Other,Multipolicy Discount,table:MultipolicyDiscount.Other,Multipol
1917,Coverage E,Other,Policy Size Relativity,PolicySizeFactor,CovEPSR
1918,Coverage E,Other,All Peril Deductible,table:All Perils Deductible.Other,APDed
1919,Coverage E,Other,Employee Discount,table:EmployeeDiscount,EmployDisc
1920,Coverage E,Other,IRPM Factor,,
1921,Coverage E,Other,Transfer Plan Factor,,
1922,Coverage E,Hail,Base Rate,table:BaseRate.Hail,BaseRate
1923,Coverage E,Hail,Territory Relativities,table:Territory Relativities.Hail,TerrRel
1924,Coverage E,Hail,WindHail Excl,table:Wind Hail Exclusion.Hail,WHExcl
1925,Coverage E,Hail,Acreage,AcreageFactor,Acres
1926,Coverage E,Hail,Farm Type,table:Farm_Type.Hail,FarmType
1927,Coverage E,Hail,Credit,table:Credit.Hail,Credit
1928,Coverage E,Hail,Protection Class,table:Protection Class.Hail,PC
1929,Coverage E,Hail,Dwelling Claims Factor,,
1930,Coverage E,Hail,Farming Claims Factor,,
1931,Coverage E,Hail,New Business Loss Experience Factor,,
1932,Coverage E,Hail,Multipolicy Discount,table:MultipolicyDiscount.Hail,Multipol
1933,Coverage E,Hail,Policy Size Relativity,PolicySizeFactor,CovEPSR
1934,Coverage E,Hail,All Peril Deductible,table:All Perils Deductible.Hail,APDed
1935,Coverage E,Hail,Employee Discount,table:EmployeeDiscount,EmployDisc
1936,Coverage E,Hail,IRPM Factor,,
1937,Coverage E,Hail,Transfer Plan Factor,,
1938,Coverage E,Wind,Base Rate,table:BaseRate.Wind,BaseRate
1939,Coverage E,Wind,Territory Relativities,table:Territory Relativities.Wind,TerrRel
1940,Coverage E,Wind,WindHail Excl,table:Wind Hail Exclusion.Wind,WHExcl
1941,Coverage E,Wind,Acreage,AcreageFactor,Acres
1942,Coverage E,Wind,Farm Type,table:Farm_Type.Wind,FarmType
1943,Coverage E,Wind,Credit,table:Credit.Wind,Credit
1944,Coverage E,Wind,Protection Class,table:Protection Class.Wind,PC
1945,Coverage E,Wind,Dwelling Claims Factor,,
1946,Coverage E,Wind,Farming Claims Factor,,
1947,Coverage E,Wind,New Business Loss Experience Factor,,
1948,Coverage E,Wind,Multipolicy Discount,table:MultipolicyDiscount.Wind,Multipol
1949,Coverage E,Wind,Policy Size Relativity,PolicySizeFactor,CovEPSR
1950,Coverage E,Wind,All Peril Deductible,table:All Perils Deductible.Wind,APDed
1951,Coverage E,Wind,Employee Discount,table:EmployeeDiscount,EmployDisc
1952,Coverage E,Wind,IRPM Factor,,
1953,Coverage E,Wind,Transfer Plan Factor,,
1954,Coverage E,Hurricane,Base Rate,table:BaseRate.Hurricane,BaseRate
1955,Coverage E,Hurricane,Territory Relativities,table:Territory Relativities.Hurricane,TerrRel
1956,Coverage E,Hurricane,WindHail Excl,table:Wind Hail Exclusion.Hurricane,WHExcl
1957,Coverage E,Hurricane,Acreage,AcreageFactor,Acres
1958,Coverage E,Hurricane,Farm Type,table:Farm_Type.Hurricane,FarmType
1959,Coverage E,Hurricane,Credit,table:Credit.Hurricane,Credit
1960,Coverage E,Hurricane,Protection Class,table:Protection Class.Hurricane,PC
1961,Coverage E,Hurricane,Dwelling Claims Factor,,
1962,Coverage E,Hurricane,Farming Claims Factor,,
1963,Coverage E,Hurricane,New Business Loss Experience Factor,,
1964,Coverage E,Hurricane,Multipolicy Discount,table:MultipolicyDiscount.Hurricane,Multipol
1965,Coverage E,Hurricane,Policy Size Relativity,PolicySizeFactor,CovEPSR
1966,Coverage E,Hurricane,All Peril Deductible,table:All Perils Deductible.Hurricane,APDed
1967,Coverage E,Hurricane,Employee Discount,table:EmployeeDiscount,EmployDisc
1968,Coverage E,Hurricane,IRPM Factor,,
1969,Coverage E,Hurricane,Transfer Plan Factor,,
1970,Coverage F,Liability,Base Rate,table:BaseRate.Liability,BaseRate
1971,Coverage F,Liability,Territory Relativities,table:Territory Relativities.Liability,TerrRel
1972,Coverage F,Liability,WindHail Excl,table:Wind Hail Exclusion.Liability,WHExcl
1973,Coverage F,Liability,Acreage,AcreageFactor,Acres
1974,Coverage F,Liability,Farm Type,table:Farm_Type.Liability,FarmType
1975,Coverage F,Liability,Farm Property Class,table:Farm Property Class.Liability,FPPClass
1976,Coverage F,Liability,Credit,table:Credit.Liability,Credit
1977,Coverage F,Liability,Protection Class,table:Protection Class.Liability,PC
1978,Coverage F,Liability,Dwelling Claims Factor,,
1979,Coverage F,Liability,Farming Claims Factor,,
1980,Coverage F,Liability,New Business Loss Experience Factor,,
1981,Coverage F,Liability,Age of Equipment,,
1982,Coverage F,Liability,Multipolicy Discount,table:MultipolicyDiscount.Liability,Multipol
1983,Coverage F,Liability,Policy Size Relativity,PolicySizeFactor,CovFPSR
1984,Coverage F,Liability,All Peril Deductible,table:All Perils Deductible.Liability,APDed
1985,Coverage F,Liability,Employee Discount,table:EmployeeDiscount,EmployDisc
1986,Coverage F,Liability,IRPM Factor,,
1987,Coverage F,Liability,Transfer Plan Factor,,
1988,Coverage F,Fire,Base Rate,table:BaseRate.Fire,BaseRate
1989,Coverage F,Fire,Territory Relativities,table:Territory Relativities.Fire,TerrRel
1990,Coverage F,Fire,WindHail Excl,table:Wind Hail Exclusion.Fire,WHExcl
1991,Coverage F,Fire,Acreage,AcreageFactor,Acres
1992,Coverage F,Fire,Farm Type,table:Farm_Type.Fire,FarmType
1993,Coverage F,Fire,Farm Property Class,table:Farm Property Class.Fire,FPPClass
1994,Coverage F,Fire,Credit,table:Credit.Fire,Credit
1995,Coverage F,Fire,Protection Class,table:Protection Class.Fire,PC
1996,Coverage F,Fire,Dwelling Claims Factor,,
1997,Coverage F,Fire,Farming Claims Factor,,
1998,Coverage F,Fire,New Business Loss Experience Factor,,
1999,Coverage F,Fire,Age of Equipment,,
2000,Coverage F,Fire,Multipolicy Discount,table:MultipolicyDiscount.Fire,Multipol
2001,Coverage F,Fire,Policy Size Relativity,PolicySizeFactor,CovFPSR
2002,Coverage F,Fire,All Peril Deductible,table:All Perils Deductible.Fire,APDed
2003,Coverage F,Fire,Employee Discount,table:EmployeeDiscount,EmployDisc
2004,Coverage F,Fire,IRPM Factor,,
2005,Coverage F,Fire,Transfer Plan Factor,,
2006,Coverage F,Theft,Base Rate,table:BaseRate.Theft,BaseRate
2007,Coverage F,Theft,Territory Relativities,table:Territory Relativities.Theft,TerrRel
2008,Coverage F,Theft,WindHail Excl,table:Wind Hail Exclusion.Theft,WHExcl
2009,Coverage F,Theft,Acreage,AcreageFactor,Acres
2010,Coverage F,Theft,Farm Type,table:Farm_Type.Theft,FarmType
2011,Coverage F,Theft,Farm Property Class,table:Farm Property Class.Theft,FPPClass
2012,Coverage F,Theft,Credit,table:Credit.Theft,Credit
2013,Coverage F,Theft,Protection Class,table:Protection Class.Theft,PC
2014,Coverage F,Theft,Dwelling Claims Factor,,
2015,Coverage F,Theft,Farming Claims Factor,,
2016,Coverage F,Theft,New Business Loss Experience Factor,,
2017,Coverage F,Theft,Age of Equipment,,
2018,Coverage F,Theft,Multipolicy Discount,table:MultipolicyDiscount.Theft,Multipol
2019,Coverage F,Theft,Policy Size Relativity,PolicySizeFactor,CovFPSR
2020,Coverage F,Theft,All Peril Deductible,table:All Perils Deductible.Theft,APDed
2021,Coverage F,Theft,Employee Discount,table:EmployeeDiscount,EmployDisc
2022,Coverage F,Theft,IRPM Factor,,
2023,Coverage F,Theft,Transfer Plan Factor,,
2024,Coverage F,Water,Base Rate,table:BaseRate.Water,BaseRate
2025,Coverage F,Water,Territory Relativities,table:Territory Relativities.Water,TerrRel
2026,Coverage F,Water,WindHail Excl,table:Wind Hail Exclusion.Water,WHExcl
2027,Coverage F,Water,Acreage,AcreageFactor,Acres
2028,Coverage F,Water,Farm Type,table:Farm_Type.Water,FarmType
2029,Coverage F,Water,Farm Property Class,table:Farm Property Class.Water,FPPClass
2030,Coverage F,Water,Credit,table:Credit.Water,Credit
2031,Coverage F,Water,Protection Class,table:Protection Class.Water,PC
2032,Coverage F,Water,Dwelling Claims Factor,,
2033,Coverage F,Water,Farming Claims Factor,,
2034,Coverage F,Water,New Business Loss Experience Factor,,
2035,Coverage F,Water,Age of Equipment,,
2036,Coverage F,Water,Multipolicy Discount,table:MultipolicyDiscount.Water,Multipol
2037,Coverage F,Water,Policy Size Relativity,PolicySizeFactor,CovFPSR
2038,Coverage F,Water,All Peril Deductible,table:All Perils Deductible.Water,APDed
2039,Coverage F,Water,Employee Discount,table:EmployeeDiscount,EmployDisc
2040,Coverage F,Water,IRPM Factor,,
2041,Coverage F,Water,Transfer Plan Factor,,
2042,Coverage F,Other,Base Rate,table:BaseRate.Other,BaseRate
2043,Coverage F,Other,Territory Relativities,table:Territory Relativities.Other,TerrRel
2044,Coverage F,Other,WindHail Excl,table:Wind Hail Exclusion.Other,WHExcl
2045,Coverage F,Other,Acreage,AcreageFactor,Acres
2046,Coverage F,Other,Farm Type,table:Farm_Type.Other,FarmType
2047,Coverage F,Other,Farm Property Class,table:Farm Property Class.Other,FPPClass
2048,Coverage F,Other,Credit,table:Credit.Other,Credit
2049,Coverage F,Other,Protection Class,table:Protection Class.Other,PC
2050,Coverage F,Other,Dwelling Claims Factor,,
2051,Coverage F,Other,Farming Claims Factor,,
2052,Coverage F,Other,New Business Loss Experience Factor,,
2053,Coverage F,Other,Age of Equipment,,
2054,Coverage F,Other,Multipolicy Discount,table:MultipolicyDiscount.Other,Multipol
2055,Coverage F,Other,Policy Size Relativity,PolicySizeFactor,CovFPSR
2056,Coverage F,Other,All Peril Deductible,table:All Perils Deductible.Other,APDed
2057,Coverage F,Other,Employee Discount,table:EmployeeDiscount,EmployDisc
2058,Coverage F,Other,IRPM Factor,,
2059,Coverage F,Other,Transfer Plan Factor,,
2060,Coverage F,Hail,Base Rate,table:BaseRate.Hail,BaseRate
2061,Coverage F,Hail,Territory Relativities,table:Territory Relativities.Hail,TerrRel
2062,Coverage F,Hail,WindHail Excl,table:Wind Hail Exclusion.Hail,WHExcl
2063,Coverage F,Hail,Acreage,AcreageFactor,Acres
2064,Coverage F,Hail,Farm Type,table:Farm_Type.Hail,FarmType
2065,Coverage F,Hail,Farm Property Class,table:Farm Property Class.Hail,FPPClass
2066,Coverage F,Hail,Credit,table:Credit.Hail,Credit
2067,Coverage F,Hail,Protection Class,table:Protection Class.Hail,PC
2068,Coverage F,Hail,Dwelling Claims Factor,,
2069,Coverage F,Hail,Farming Claims Factor,,
2070,Coverage F,Hail,New Business Loss Experience Factor,,
2071,Coverage F,Hail,Age of Equipment,,
2072,Coverage F,Hail,Multipolicy Discount,table:MultipolicyDiscount.Hail,Multipol
2073,Coverage F,Hail,Policy Size Relativity,PolicySizeFactor,CovFPSR
2074,Coverage F,Hail,All Peril Deductible,table:All Perils Deductible.Hail,APDed
2075,Coverage F,Hail,Employee Discount,table:EmployeeDiscount,EmployDisc
2076,Coverage F,Hail,IRPM Factor,,
2077,Coverage F,Hail,Transfer Plan Factor,,
2078,Coverage F,Wind,Base Rate,table:BaseRate.Wind,BaseRate
2079,Coverage F,Wind,Territory Relativities,table:Territory Relativities.Wind,TerrRel
2080,Coverage F,Wind,WindHail Excl,table:Wind Hail Exclusion.Wind,WHExcl
2081,Coverage F,Wind,Acreage,AcreageFactor,Acres
2082,Coverage F,Wind,Farm Type,table:Farm_Type.Wind,FarmType
2083,Coverage F,Wind,Farm Property Class,table:Farm Property Class.Wind,FPPClass
2084,Coverage F,Wind,Credit,table:Credit.Wind,Credit
2085,Coverage F,Wind,Protection Class,table:Protection Class.Wind,PC
2086,Coverage F,Wind,Dwelling Claims Factor,,
2087,Coverage F,Wind,Farming Claims Factor,,
2088,Coverage F,Wind,New Business Loss Experience Factor,,
2089,Coverage F,Wind,Age of Equipment,,
2090,Coverage F,Wind,Multipolicy Discount,table:MultipolicyDiscount.Wind,Multipol
2091,Coverage F,Wind,Policy Size Relativity,PolicySizeFactor,CovFPSR
2092,Coverage F,Wind,All Peril Deductible,table:All Perils Deductible.Wind,APDed
2093,Coverage F,Wind,Employee Discount,table:EmployeeDiscount,EmployDisc
2094,Coverage F,Wind,IRPM Factor,,
2095,Coverage F,Wind,Transfer Plan Factor,,
2096,Coverage F,Hurricane,Base Rate,table:BaseRate.Hurricane,BaseRate
2097,Coverage F,Hurricane,Territory Relativities,table:Territory Relativities.Hurricane,TerrRel
2098,Coverage F,Hurricane,WindHail Excl,table:Wind Hail Exclusion.Hurricane,WHExcl
2099,Coverage F,Hurricane,Acreage,AcreageFactor,Acres
2100,Coverage F,Hurricane,Farm Type,table:Farm_Type.Hurricane,FarmType
2101,Coverage F,Hurricane,Farm Property Class,table:Farm Property Class.Hurricane,FPPClass
2102,Coverage F,Hurricane,Credit,table:Credit.Hurricane,Credit
2103,Coverage F,Hurricane,Protection Class,table:Protection Class.Hurricane,PC
2104,Coverage F,Hurricane,Dwelling Claims Factor,,
2105,Coverage F,Hurricane,Farming Claims Factor,,
2106,Coverage F,Hurricane,New Business Loss Experience Factor,,
2107,Coverage F,Hurricane,Age of Equipment,,
2108,Coverage F,Hurricane,Multipolicy Discount,table:MultipolicyDiscount.Hurricane,Multipol
2109,Coverage F,Hurricane,Policy Size Relativity,PolicySizeFactor,CovFPSR
2110,Coverage F,Hurricane,All Peril Deductible,table:All Perils Deductible.Hurricane,APDed
2111,Coverage F,Hurricane,Employee Discount,table:EmployeeDiscount,EmployDisc
2112,Coverage F,Hurricane,IRPM Factor,,
2113,Coverage F,Hurricane,Transfer Plan Factor,,
2114,Personal Liability Only,,Base Rate,,
2115,Personal Liability Only,,Territory Relativities,,
2116,Personal Liability Only,,Credit,,
2117,Personal Liability Only,,Number of Families,,
2118,Personal Liability Only,,TownRowhouse,,
2119,Personal Liability Only,,Dwelling Claims Factor,,
2120,Personal Liability Only,,New Business Loss Experience Factor,,
2121,Personal Liability Only,,Pool Liability,,
2122,Personal Liability Only,,Trampoline Liability,,
2123,Personal Liability Only,,Coverage Modification,,
2124,Personal Liability Only,,Employee Discount,,
