S.No.,Coverage_Name,Perils,Rating_Factors_Algorithm,Rating_Factors_PC_worksheet,Rating_Factors_Expected
1829,Coverage O,Hurricane,Age of Structure,table:Age Of Structure.Hurricane,StructureAge
1830,Coverage O,Hurricane,"Age of Roof, Roof Construction",table:AoR.Hurricane,AOR
1831,Coverage O,Hurricane,"Age of Roof, Roof Construction",,
1832,Coverage O,Hurricane,Roof Exclusion,table:RoofExclusion.Hurricane,RoofExcl
1833,Coverage O,Hurricane,Multipolicy Discount,table:MultipolicyDiscount.Hurricane,Multipol
1834,Coverage O,Hurricane,Protective Devices (incl Smart Farm),FinalFactor,ProtDev
1835,Coverage O,Hurricane,Policy Size Relativity,PolicySizeFactor,CovOPSR
1836,Coverage O,Hurricane,Coverage Modification,CoverageInfo.CovModLimit,CovOMod
1837,Coverage O,Hurricane,Brushfire,,
1838,Coverage O,Hurricane,Solid Fuel Heating Device Surcharge,table:SolidFuel.Hurricane,SolidFuel
1839,Coverage O,Hurricane,ACV Roof,table:ACVRoof.Hurricane,ACVRoof
1840,Coverage O,Hurricane,All Peril Deductible,table:All Perils Deductible.Hurricane,APDed
1841,Coverage O,Hurricane,Wind Hail Deductible,table:WHDeductible.Hurricane,WHDed
1842,Coverage O,Hurricane,Employee Discount,table:EmployeeDiscount,EmployDisc
1843,Coverage O,Hurricane,IRPM Factor,,
1844,Coverage O,Hurricane,Transfer Plan Factor,,
1845,Schedule Farm Personal Property,Liability,Base Rate,table:BaseRate.Liability,BaseRate
1846,Schedule Farm Personal Property,Liability,Territory Relativities,table:Territory Relativities.Liability,TerrRel
1847,Schedule Farm Personal Property,Liability,WindHail Excl,table:Wind Hail Exclusion.Liability,WHExcl
1848,Schedule Farm Personal Property,Liability,Acreage,AcreageFactor,Acres
1849,Schedule Farm Personal Property,Liability,Farm Type,table:Farm_Type.Liability,FarmType
1850,Schedule Farm Personal Property,Liability,Credit,table:Credit.Liability,Credit
1851,Schedule Farm Personal Property,Liability,Protection Class,table:Protection Class.Liability,PC
1852,Schedule Farm Personal Property,Liability,Dwelling Claims Factor,,
1853,Schedule Farm Personal Property,Liability,Farming Claims Factor,,
1854,Schedule Farm Personal Property,Liability,New Business Loss Experience Factor,,
1855,Schedule Farm Personal Property,Liability,Multipolicy Discount,table:MultipolicyDiscount.Liability,Multipol
1856,Schedule Farm Personal Property,Liability,Policy Size Relativity,PolicySizeFactor,CovEPSR
1857,Schedule Farm Personal Property,Liability,All Peril Deductible,table:All Perils Deductible.Liability,APDed
1858,Schedule Farm Personal Property,Liability,Employee Discount,table:EmployeeDiscount,EmployDisc
1859,Schedule Farm Personal Property,Liability,IRPM Factor,,
1860,Schedule Farm Personal Property,Liability,Transfer Plan Factor,,
1861,Schedule Farm Personal Property,Fire,Base Rate,table:BaseRate.Fire,BaseRate
1862,Schedule Farm Personal Property,Fire,Territory Relativities,table:Territory Relativities.Fire,TerrRel
1863,Schedule Farm Personal Property,Fire,WindHail Excl,table:Wind Hail Exclusion.Fire,WHExcl
1864,Schedule Farm Personal Property,Fire,Acreage,AcreageFactor,Acres
1865,Schedule Farm Personal Property,Fire,Farm Type,table:Farm_Type.Fire,FarmType
1866,Schedule Farm Personal Property,Fire,Credit,table:Credit.Fire,Credit
1867,Schedule Farm Personal Property,Fire,Protection Class,table:Protection Class.Fire,PC
1868,Schedule Farm Personal Property,Fire,Dwelling Claims Factor,,
1869,Schedule Farm Personal Property,Fire,Farming Claims Factor,,
1870,Schedule Farm Personal Property,Fire,New Business Loss Experience Factor,,
1871,Schedule Farm Personal Property,Fire,Multipolicy Discount,table:MultipolicyDiscount.Fire,Multipol
1872,Schedule Farm Personal Property,Fire,Policy Size Relativity,PolicySizeFactor,CovEPSR
1873,Schedule Farm Personal Property,Fire,All Peril Deductible,table:All Perils Deductible.Fire,APDed
1874,Schedule Farm Personal Property,Fire,Employee Discount,table:EmployeeDiscount,EmployDisc
1875,Schedule Farm Personal Property,Fire,IRPM Factor,,
1876,Schedule Farm Personal Property,Fire,Transfer Plan Factor,,
1877,Schedule Farm Personal Property,Theft,Base Rate,table:BaseRate.Theft,BaseRate
1878,Schedule Farm Personal Property,Theft,Territory Relativities,table:Territory Relativities.Theft,TerrRel
1879,Schedule Farm Personal Property,Theft,WindHail Excl,table:Wind Hail Exclusion.Theft,WHExcl
1880,Schedule Farm Personal Property,Theft,Acreage,AcreageFactor,Acres
1881,Schedule Farm Personal Property,Theft,Farm Type,table:Farm_Type.Theft,FarmType
1882,Schedule Farm Personal Property,Theft,Credit,table:Credit.Theft,Credit
1883,Schedule Farm Personal Property,Theft,Protection Class,table:Protection Class.Theft,PC
1884,Schedule Farm Personal Property,Theft,Dwelling Claims Factor,,
1885,Schedule Farm Personal Property,Theft,Farming Claims Factor,,
1886,Schedule Farm Personal Property,Theft,New Business Loss Experience Factor,,
1887,Schedule Farm Personal Property,Theft,Multipolicy Discount,table:MultipolicyDiscount.Theft,Multipol
1888,Schedule Farm Personal Property,Theft,Policy Size Relativity,PolicySizeFactor,CovEPSR
1889,Schedule Farm Personal Property,Theft,All Peril Deductible,table:All Perils Deductible.Theft,APDed
1890,Schedule Farm Personal Property,Theft,Employee Discount,table:EmployeeDiscount,EmployDisc
1891,Schedule Farm Personal Property,Theft,IRPM Factor,,
1892,Schedule Farm Personal Property,Theft,Transfer Plan Factor,,
1893,Schedule Farm Personal Property,Water,Base Rate,table:BaseRate.Water,BaseRate
1894,Schedule Farm Personal Property,Water,Territory Relativities,table:Territory Relativities.Water,TerrRel
1895,Schedule Farm Personal Property,Water,WindHail Excl,table:Wind Hail Exclusion.Water,WHExcl
1896,Schedule Farm Personal Property,Water,Acreage,AcreageFactor,Acres
1897,Schedule Farm Personal Property,Water,Farm Type,table:Farm_Type.Water,FarmType
1898,Schedule Farm Personal Property,Water,Credit,table:Credit.Water,Credit
1899,Schedule Farm Personal Property,Water,Protection Class,table:Protection Class.Water,PC
1900,Schedule Farm Personal Property,Water,Dwelling Claims Factor,,
1901,Schedule Farm Personal Property,Water,Farming Claims Factor,,
1902,Schedule Farm Personal Property,Water,New Business Loss Experience Factor,,
1903,Schedule Farm Personal Property,Water,Multipolicy Discount,table:MultipolicyDiscount.Water,Multipol
1904,Schedule Farm Personal Property,Water,Policy Size Relativity,PolicySizeFactor,CovEPSR
1905,Schedule Farm Personal Property,Water,All Peril Deductible,table:All Perils Deductible.Water,APDed
1906,Schedule Farm Personal Property,Water,Employee Discount,table:EmployeeDiscount,EmployDisc
1907,Schedule Farm Personal Property,Water,IRPM Factor,,
1908,Schedule Farm Personal Property,Water,Transfer Plan Factor,,
1909,Schedule Farm Personal Property,Other,Base Rate,table:BaseRate.Other,BaseRate
1910,Schedule Farm Personal Property,Other,Territory Relativities,table:Territory Relativities.Other,TerrRel
1911,Schedule Farm Personal Property,Other,WindHail Excl,table:Wind Hail Exclusion.Other,WHExcl
1912,Schedule Farm Personal Property,Other,Acreage,AcreageFactor,Acres
1913,Schedule Farm Personal Property,Other,Farm Type,table:Farm_Type.Other,FarmType
1914,Schedule Farm Personal Property,Other,Credit,table:Credit.Other,Credit
1915,Schedule Farm Personal Property,Other,Protection Class,table:Protection Class.Other,PC
1916,Schedule Farm Personal Property,Other,Dwelling Claims Factor,,
1917,Schedule Farm Personal Property,Other,Farming Claims Factor,,
1918,Schedule Farm Personal Property,Other,New Business Loss Experience Factor,,
1919,Schedule Farm Personal Property,Other,Multipolicy Discount,table:MultipolicyDiscount.Other,Multipol
1920,Schedule Farm Personal Property,Other,Policy Size Relativity,PolicySizeFactor,CovEPSR
1921,Schedule Farm Personal Property,Other,All Peril Deductible,table:All Perils Deductible.Other,APDed
1922,Schedule Farm Personal Property,Other,Employee Discount,table:EmployeeDiscount,EmployDisc
1923,Schedule Farm Personal Property,Other,IRPM Factor,,
1924,Schedule Farm Personal Property,Other,Transfer Plan Factor,,
1925,Schedule Farm Personal Property,Hail,Base Rate,table:BaseRate.Hail,BaseRate
1926,Schedule Farm Personal Property,Hail,Territory Relativities,table:Territory Relativities.Hail,TerrRel
1927,Schedule Farm Personal Property,Hail,WindHail Excl,table:Wind Hail Exclusion.Hail,WHExcl
1928,Schedule Farm Personal Property,Hail,Acreage,AcreageFactor,Acres
1929,Schedule Farm Personal Property,Hail,Farm Type,table:Farm_Type.Hail,FarmType
1930,Schedule Farm Personal Property,Hail,Credit,table:Credit.Hail,Credit
1931,Schedule Farm Personal Property,Hail,Protection Class,table:Protection Class.Hail,PC
1932,Schedule Farm Personal Property,Hail,Dwelling Claims Factor,,
1933,Schedule Farm Personal Property,Hail,Farming Claims Factor,,
1934,Schedule Farm Personal Property,Hail,New Business Loss Experience Factor,,
1935,Schedule Farm Personal Property,Hail,Multipolicy Discount,table:MultipolicyDiscount.Hail,Multipol
1936,Schedule Farm Personal Property,Hail,Policy Size Relativity,PolicySizeFactor,CovEPSR
1937,Schedule Farm Personal Property,Hail,All Peril Deductible,table:All Perils Deductible.Hail,APDed
1938,Schedule Farm Personal Property,Hail,Employee Discount,table:EmployeeDiscount,EmployDisc
1939,Schedule Farm Personal Property,Hail,IRPM Factor,,
1940,Schedule Farm Personal Property,Hail,Transfer Plan Factor,,
1941,Schedule Farm Personal Property,Wind,Base Rate,table:BaseRate.Wind,BaseRate
1942,Schedule Farm Personal Property,Wind,Territory Relativities,table:Territory Relativities.Wind,TerrRel
1943,Schedule Farm Personal Property,Wind,WindHail Excl,table:Wind Hail Exclusion.Wind,WHExcl
1944,Schedule Farm Personal Property,Wind,Acreage,AcreageFactor,Acres
1945,Schedule Farm Personal Property,Wind,Farm Type,table:Farm_Type.Wind,FarmType
1946,Schedule Farm Personal Property,Wind,Credit,table:Credit.Wind,Credit
1947,Schedule Farm Personal Property,Wind,Protection Class,table:Protection Class.Wind,PC
1948,Schedule Farm Personal Property,Wind,Dwelling Claims Factor,,
1949,Schedule Farm Personal Property,Wind,Farming Claims Factor,,
1950,Schedule Farm Personal Property,Wind,New Business Loss Experience Factor,,
1951,Schedule Farm Personal Property,Wind,Multipolicy Discount,table:MultipolicyDiscount.Wind,Multipol
1952,Schedule Farm Personal Property,Wind,Policy Size Relativity,PolicySizeFactor,CovEPSR
1953,Schedule Farm Personal Property,Wind,All Peril Deductible,table:All Perils Deductible.Wind,APDed
1954,Schedule Farm Personal Property,Wind,Employee Discount,table:EmployeeDiscount,EmployDisc
1955,Schedule Farm Personal Property,Wind,IRPM Factor,,
1956,Schedule Farm Personal Property,Wind,Transfer Plan Factor,,
1957,Schedule Farm Personal Property,Hurricane,Base Rate,table:BaseRate.Hurricane,BaseRate
1958,Schedule Farm Personal Property,Hurricane,Territory Relativities,table:Territory Relativities.Hurricane,TerrRel
1959,Schedule Farm Personal Property,Hurricane,WindHail Excl,table:Wind Hail Exclusion.Hurricane,WHExcl
1960,Schedule Farm Personal Property,Hurricane,Acreage,AcreageFactor,Acres
1961,Schedule Farm Personal Property,Hurricane,Farm Type,table:Farm_Type.Hurricane,FarmType
1962,Schedule Farm Personal Property,Hurricane,Credit,table:Credit.Hurricane,Credit
1963,Schedule Farm Personal Property,Hurricane,Protection Class,table:Protection Class.Hurricane,PC
1964,Schedule Farm Personal Property,Hurricane,Dwelling Claims Factor,,
1965,Schedule Farm Personal Property,Hurricane,Farming Claims Factor,,
1966,Schedule Farm Personal Property,Hurricane,New Business Loss Experience Factor,,
1967,Schedule Farm Personal Property,Hurricane,Multipolicy Discount,table:MultipolicyDiscount.Hurricane,Multipol
1968,Schedule Farm Personal Property,Hurricane,Policy Size Relativity,PolicySizeFactor,CovEPSR
1969,Schedule Farm Personal Property,Hurricane,All Peril Deductible,table:All Perils Deductible.Hurricane,APDed
1970,Schedule Farm Personal Property,Hurricane,Employee Discount,table:EmployeeDiscount,EmployDisc
1971,Schedule Farm Personal Property,Hurricane,IRPM Factor,,
1972,Schedule Farm Personal Property,Hurricane,Transfer Plan Factor,,
1973,Blanket Farm Personal Property,Liability,Base Rate,table:BaseRate.Liability,BaseRate
1974,Blanket Farm Personal Property,Liability,Territory Relativities,table:Territory Relativities.Liability,TerrRel
1975,Blanket Farm Personal Property,Liability,WindHail Excl,table:Wind Hail Exclusion.Liability,WHExcl
1976,Blanket Farm Personal Property,Liability,Acreage,AcreageFactor,Acres
1977,Blanket Farm Personal Property,Liability,Farm Type,table:Farm_Type.Liability,FarmType
1978,Blanket Farm Personal Property,Liability,Farm Property Class,table:Farm Property Class.Liability,FPPClass
1979,Blanket Farm Personal Property,Liability,Credit,table:Credit.Liability,Credit
1980,Blanket Farm Personal Property,Liability,Protection Class,table:Protection Class.Liability,PC
1981,Blanket Farm Personal Property,Liability,Dwelling Claims Factor,,
1982,Blanket Farm Personal Property,Liability,Farming Claims Factor,,
1983,Blanket Farm Personal Property,Liability,New Business Loss Experience Factor,,
1984,Blanket Farm Personal Property,Liability,Age of Equipment,,
1985,Blanket Farm Personal Property,Liability,Multipolicy Discount,table:MultipolicyDiscount.Liability,Multipol
1986,Blanket Farm Personal Property,Liability,Policy Size Relativity,PolicySizeFactor,CovFPSR
1987,Blanket Farm Personal Property,Liability,All Peril Deductible,table:All Perils Deductible.Liability,APDed
1988,Blanket Farm Personal Property,Liability,Employee Discount,table:EmployeeDiscount,EmployDisc
1989,Blanket Farm Personal Property,Liability,IRPM Factor,,
1990,Blanket Farm Personal Property,Liability,Transfer Plan Factor,,
1991,Blanket Farm Personal Property,Fire,Base Rate,table:BaseRate.Fire,BaseRate
1992,Blanket Farm Personal Property,Fire,Territory Relativities,table:Territory Relativities.Fire,TerrRel
1993,Blanket Farm Personal Property,Fire,WindHail Excl,table:Wind Hail Exclusion.Fire,WHExcl
1994,Blanket Farm Personal Property,Fire,Acreage,AcreageFactor,Acres
1995,Blanket Farm Personal Property,Fire,Farm Type,table:Farm_Type.Fire,FarmType
1996,Blanket Farm Personal Property,Fire,Farm Property Class,table:Farm Property Class.Fire,FPPClass
1997,Blanket Farm Personal Property,Fire,Credit,table:Credit.Fire,Credit
1998,Blanket Farm Personal Property,Fire,Protection Class,table:Protection Class.Fire,PC
1999,Blanket Farm Personal Property,Fire,Dwelling Claims Factor,,
2000,Blanket Farm Personal Property,Fire,Farming Claims Factor,,
2001,Blanket Farm Personal Property,Fire,New Business Loss Experience Factor,,
2002,Blanket Farm Personal Property,Fire,Age of Equipment,,
2003,Blanket Farm Personal Property,Fire,Multipolicy Discount,table:MultipolicyDiscount.Fire,Multipol
2004,Blanket Farm Personal Property,Fire,Policy Size Relativity,PolicySizeFactor,CovFPSR
2005,Blanket Farm Personal Property,Fire,All Peril Deductible,table:All Perils Deductible.Fire,APDed
2006,Blanket Farm Personal Property,Fire,Employee Discount,table:EmployeeDiscount,EmployDisc
2007,Blanket Farm Personal Property,Fire,IRPM Factor,,
2008,Blanket Farm Personal Property,Fire,Transfer Plan Factor,,
2009,Blanket Farm Personal Property,Theft,Base Rate,table:BaseRate.Theft,BaseRate
2010,Blanket Farm Personal Property,Theft,Territory Relativities,table:Territory Relativities.Theft,TerrRel
2011,Blanket Farm Personal Property,Theft,WindHail Excl,table:Wind Hail Exclusion.Theft,WHExcl
2012,Blanket Farm Personal Property,Theft,Acreage,AcreageFactor,Acres
2013,Blanket Farm Personal Property,Theft,Farm Type,table:Farm_Type.Theft,FarmType
2014,Blanket Farm Personal Property,Theft,Farm Property Class,table:Farm Property Class.Theft,FPPClass
2015,Blanket Farm Personal Property,Theft,Credit,table:Credit.Theft,Credit
2016,Blanket Farm Personal Property,Theft,Protection Class,table:Protection Class.Theft,PC
2017,Blanket Farm Personal Property,Theft,Dwelling Claims Factor,,
2018,Blanket Farm Personal Property,Theft,Farming Claims Factor,,
2019,Blanket Farm Personal Property,Theft,New Business Loss Experience Factor,,
2020,Blanket Farm Personal Property,Theft,Age of Equipment,,
2021,Blanket Farm Personal Property,Theft,Multipolicy Discount,table:MultipolicyDiscount.Theft,Multipol
2022,Blanket Farm Personal Property,Theft,Policy Size Relativity,PolicySizeFactor,CovFPSR
2023,Blanket Farm Personal Property,Theft,All Peril Deductible,table:All Perils Deductible.Theft,APDed
2024,Blanket Farm Personal Property,Theft,Employee Discount,table:EmployeeDiscount,EmployDisc
2025,Blanket Farm Personal Property,Theft,IRPM Factor,,
2026,Blanket Farm Personal Property,Theft,Transfer Plan Factor,,
2027,Blanket Farm Personal Property,Water,Base Rate,table:BaseRate.Water,BaseRate
2028,Blanket Farm Personal Property,Water,Territory Relativities,table:Territory Relativities.Water,TerrRel
2029,Blanket Farm Personal Property,Water,WindHail Excl,table:Wind Hail Exclusion.Water,WHExcl
2030,Blanket Farm Personal Property,Water,Acreage,AcreageFactor,Acres
2031,Blanket Farm Personal Property,Water,Farm Type,table:Farm_Type.Water,FarmType
2032,Blanket Farm Personal Property,Water,Farm Property Class,table:Farm Property Class.Water,FPPClass
2033,Blanket Farm Personal Property,Water,Credit,table:Credit.Water,Credit
2034,Blanket Farm Personal Property,Water,Protection Class,table:Protection Class.Water,PC
2035,Blanket Farm Personal Property,Water,Dwelling Claims Factor,,
2036,Blanket Farm Personal Property,Water,Farming Claims Factor,,
2037,Blanket Farm Personal Property,Water,New Business Loss Experience Factor,,
2038,Blanket Farm Personal Property,Water,Age of Equipment,,
2039,Blanket Farm Personal Property,Water,Multipolicy Discount,table:MultipolicyDiscount.Water,Multipol
2040,Blanket Farm Personal Property,Water,Policy Size Relativity,PolicySizeFactor,CovFPSR
2041,Blanket Farm Personal Property,Water,All Peril Deductible,table:All Perils Deductible.Water,APDed
2042,Blanket Farm Personal Property,Water,Employee Discount,table:EmployeeDiscount,EmployDisc
2043,Blanket Farm Personal Property,Water,IRPM Factor,,
2044,Blanket Farm Personal Property,Water,Transfer Plan Factor,,
2045,Blanket Farm Personal Property,Other,Base Rate,table:BaseRate.Other,BaseRate
2046,Blanket Farm Personal Property,Other,Territory Relativities,table:Territory Relativities.Other,TerrRel
2047,Blanket Farm Personal Property,Other,WindHail Excl,table:Wind Hail Exclusion.Other,WHExcl
2048,Blanket Farm Personal Property,Other,Acreage,AcreageFactor,Acres
2049,Blanket Farm Personal Property,Other,Farm Type,table:Farm_Type.Other,FarmType
2050,Blanket Farm Personal Property,Other,Farm Property Class,table:Farm Property Class.Other,FPPClass
2051,Blanket Farm Personal Property,Other,Credit,table:Credit.Other,Credit
2052,Blanket Farm Personal Property,Other,Protection Class,table:Protection Class.Other,PC
2053,Blanket Farm Personal Property,Other,Dwelling Claims Factor,,
2054,Blanket Farm Personal Property,Other,Farming Claims Factor,,
2055,Blanket Farm Personal Property,Other,New Business Loss Experience Factor,,
2056,Blanket Farm Personal Property,Other,Age of Equipment,,
2057,Blanket Farm Personal Property,Other,Multipolicy Discount,table:MultipolicyDiscount.Other,Multipol
2058,Blanket Farm Personal Property,Other,Policy Size Relativity,PolicySizeFactor,CovFPSR
2059,Blanket Farm Personal Property,Other,All Peril Deductible,table:All Perils Deductible.Other,APDed
2060,Blanket Farm Personal Property,Other,Employee Discount,table:EmployeeDiscount,EmployDisc
2061,Blanket Farm Personal Property,Other,IRPM Factor,,
2062,Blanket Farm Personal Property,Other,Transfer Plan Factor,,
2063,Blanket Farm Personal Property,Hail,Base Rate,table:BaseRate.Hail,BaseRate
2064,Blanket Farm Personal Property,Hail,Territory Relativities,table:Territory Relativities.Hail,TerrRel
2065,Blanket Farm Personal Property,Hail,WindHail Excl,table:Wind Hail Exclusion.Hail,WHExcl
2066,Blanket Farm Personal Property,Hail,Acreage,AcreageFactor,Acres
2067,Blanket Farm Personal Property,Hail,Farm Type,table:Farm_Type.Hail,FarmType
2068,Blanket Farm Personal Property,Hail,Farm Property Class,table:Farm Property Class.Hail,FPPClass
2069,Blanket Farm Personal Property,Hail,Credit,table:Credit.Hail,Credit
2070,Blanket Farm Personal Property,Hail,Protection Class,table:Protection Class.Hail,PC
2071,Blanket Farm Personal Property,Hail,Dwelling Claims Factor,,
2072,Blanket Farm Personal Property,Hail,Farming Claims Factor,,
2073,Blanket Farm Personal Property,Hail,New Business Loss Experience Factor,,
2074,Blanket Farm Personal Property,Hail,Age of Equipment,,
2075,Blanket Farm Personal Property,Hail,Multipolicy Discount,table:MultipolicyDiscount.Hail,Multipol
2076,Blanket Farm Personal Property,Hail,Policy Size Relativity,PolicySizeFactor,CovFPSR
2077,Blanket Farm Personal Property,Hail,All Peril Deductible,table:All Perils Deductible.Hail,APDed
2078,Blanket Farm Personal Property,Hail,Employee Discount,table:EmployeeDiscount,EmployDisc
2079,Blanket Farm Personal Property,Hail,IRPM Factor,,
2080,Blanket Farm Personal Property,Hail,Transfer Plan Factor,,
2081,Blanket Farm Personal Property,Wind,Base Rate,table:BaseRate.Wind,BaseRate
2082,Blanket Farm Personal Property,Wind,Territory Relativities,table:Territory Relativities.Wind,TerrRel
2083,Blanket Farm Personal Property,Wind,WindHail Excl,table:Wind Hail Exclusion.Wind,WHExcl
2084,Blanket Farm Personal Property,Wind,Acreage,AcreageFactor,Acres
2085,Blanket Farm Personal Property,Wind,Farm Type,table:Farm_Type.Wind,FarmType
2086,Blanket Farm Personal Property,Wind,Farm Property Class,table:Farm Property Class.Wind,FPPClass
2087,Blanket Farm Personal Property,Wind,Credit,table:Credit.Wind,Credit
2088,Blanket Farm Personal Property,Wind,Protection Class,table:Protection Class.Wind,PC
2089,Blanket Farm Personal Property,Wind,Dwelling Claims Factor,,
2090,Blanket Farm Personal Property,Wind,Farming Claims Factor,,
2091,Blanket Farm Personal Property,Wind,New Business Loss Experience Factor,,
2092,Blanket Farm Personal Property,Wind,Age of Equipment,,
2093,Blanket Farm Personal Property,Wind,Multipolicy Discount,table:MultipolicyDiscount.Wind,Multipol
2094,Blanket Farm Personal Property,Wind,Policy Size Relativity,PolicySizeFactor,CovFPSR
2095,Blanket Farm Personal Property,Wind,All Peril Deductible,table:All Perils Deductible.Wind,APDed
2096,Blanket Farm Personal Property,Wind,Employee Discount,table:EmployeeDiscount,EmployDisc
2097,Blanket Farm Personal Property,Wind,IRPM Factor,,
2098,Blanket Farm Personal Property,Wind,Transfer Plan Factor,,
2099,Blanket Farm Personal Property,Hurricane,Base Rate,table:BaseRate.Hurricane,BaseRate
2100,Blanket Farm Personal Property,Hurricane,Territory Relativities,table:Territory Relativities.Hurricane,TerrRel
2101,Blanket Farm Personal Property,Hurricane,WindHail Excl,table:Wind Hail Exclusion.Hurricane,WHExcl
2102,Blanket Farm Personal Property,Hurricane,Acreage,AcreageFactor,Acres
2103,Blanket Farm Personal Property,Hurricane,Farm Type,table:Farm_Type.Hurricane,FarmType
2104,Blanket Farm Personal Property,Hurricane,Farm Property Class,table:Farm Property Class.Hurricane,FPPClass
2105,Blanket Farm Personal Property,Hurricane,Credit,table:Credit.Hurricane,Credit
2106,Blanket Farm Personal Property,Hurricane,Protection Class,table:Protection Class.Hurricane,PC
2107,Blanket Farm Personal Property,Hurricane,Dwelling Claims Factor,,
2108,Blanket Farm Personal Property,Hurricane,Farming Claims Factor,,
2109,Blanket Farm Personal Property,Hurricane,New Business Loss Experience Factor,,
2110,Blanket Farm Personal Property,Hurricane,Age of Equipment,,
2111,Blanket Farm Personal Property,Hurricane,Multipolicy Discount,table:MultipolicyDiscount.Hurricane,Multipol
2112,Blanket Farm Personal Property,Hurricane,Policy Size Relativity,PolicySizeFactor,CovFPSR
2113,Blanket Farm Personal Property,Hurricane,All Peril Deductible,table:All Perils Deductible.Hurricane,APDed
2114,Blanket Farm Personal Property,Hurricane,Employee Discount,table:EmployeeDiscount,EmployDisc
2115,Blanket Farm Personal Property,Hurricane,IRPM Factor,,
2116,Blanket Farm Personal Property,Hurricane,Transfer Plan Factor,,
2117,4H & FFA,,,,4H & FFA
2118,Additional Equipment,,,,Additional Equipment
2119,Animal Suffocation,,,,Animal Suffocation
2120,Back up of Sewers & Drains,,,,Back up of Sewers & Drains
2121,Blanket Personal Property,,,,Blanket Personal Property
2122,Contaminated Milk,,,,Contaminated Milk
2123,Credit card and depositors forgery,,,,Credit card and depositors forgery
2124,Death of Sheep,,,,Death of Sheep
2125,Debris Removal,,,,Debris Removal
2126,Farm Electronic Data Processing,,,,Farm Electronic Data Processing
2127,Equipment Breakdown (EPL),,,,
2128,EPL Supplemental Extended Reporting,,,,
2129,Equipment Breakdown,,,,Equipment Breakdown
2130,Equipment Breakdown Implements,,,,Equipment Breakdown Implements
2131,Home Systems Protection,,,,Home Systems Protection
2132,Home Systems Protection - Household Personal Property,,,,Home Systems Protection - Household Personal Property
2133,Equipment Breakdown (Cyber),,,,
2134,Cyber Supplemental Extended Reporting,,,,
2135,Extended Replacement Cost,,,,Extended Replacement Cost
2136,Extra Security,,,,Extra Security
2137,Farm Business Property,,,,Farm Business Property
2138,Farm Extra Expense,,,,Farm Extra Expense
2139,Farm Office Contents,,,,Farm Office Contents
2140,Farm Personal Property Transportation,,,,Farm Personal Property Transportation
2141,Field or Pasture Fence,,,,Field or Pasture Fence
2142,Fire Dept Service Charge,,,,Fire Dept Service Charge
2143,Improvements & Betterments,,,,Improvements & Betterments
2144,Livestock Blizzard,,,,Livestock Blizzard
2145,Loss Assessment,,,,Loss Assessment
2146,Loss of Farm Income,,,,Loss of Farm Income
2147,Monthly Reporting,,,,Monthly Reporting
2148,Non Depreciation of Partial Losses,,,,Non Depreciation of Partial Losses
2149,Outdoor Radio & TV Equipment,,,,Outdoor Radio & TV Equipment
2150,Peak Season,,,,Peak Season
2151,Private Power & Light Poles,,,,Private Power & Light Poles
2152,Recreational Motor Veh Phys Dmg,,,,Recreational Motor Veh Phys Dmg
2153,Replacement Cost Pers Prop - Dwell,,,,Replacement Cost Pers Prop - Dwell
2154,Replacement  Cost on Farm Machinery,,,,Replacement  Cost on Farm Machinery
2155,Reproductive Materials,,,,Reproductive Materials
2156,Scheduled Personal Property,,,,Scheduled Personal Property
2157,Special Perils Pers Prop,,,,Special Perils Pers Prop
2158,Spoilage,,,,Spoilage
2159,Theft of Bldg Materials - Dwellings,,,,Theft of Bldg Materials - Dwellings
2160,Theft of Bldg Materials - Farm Bldg,,,,Theft of Bldg Materials - Farm Bldg
2161,Ultra Security,,,,Ultra Security
2162,Unmanned Aircraft Systems Phys Dam,,,,Unmanned Aircraft Systems Phys Dam
2163,Vacancy & Unoccupancy,,,,Vacancy & Unoccupancy
2164,Addl Insured Occupant,,,,Addl Insured Occupant
2165,Addl Insured Designated Location Only,,,,Addl Insured Designated Location Only
2166,Addl Insured Vendor,,,,Addl Insured Vendor
2167,Addl Insured Non Occupant,,,,Addl Insured Non Occupant
2168,Business Activities,,,,Business Activities
2169,"Care, Custody, and Control",,,,"Care, Custody, and Control"
2170,Christmas Tree Operations,,,,Christmas Tree Operations
2171,Contract Growers,,,,Contract Growers
2172,Custom Farming,,,,Equine
2173,Equine,,,,Farm Pollution Liability Coverage
2174,Farm Pollution Liability Coverage,,,,Fire Legal Liability - Increased Limits
2175,Fire Legal Liability - Increased Limits,,,,Pick Your Own
2176,Pick Your Own,,,,Hired and Non Owned Auto Liability
2177,Hired and Non Owned Auto Liability,,,,Hunting and Fishing
2178,Hunting and Fishing,,,,Limitation on Insured's Personal Liability
2179,Limitation on Insured's Personal Liability,,,,Named Insured Medical
2180,Named Insured Medical,,,,
2181,Recreational Motor Veh Liability,,,,
2182,Uninsured Watercraft Coverage,,,,Uninsured Watercraft Coverage
2183,Unmanned Aircraft Systems Liability,,,,Unmanned Aircraft Systems Liability
2184,"Detachable Accessories, Outboard Motors, Watercraft Trailers",,,,
2185,Employment Practices Liability,,,,
2186,Replacement Cost Pers Prop - Contents Only,,,,
2187,Addl Residence Occupied by Insured,,,,Addl Residence Occupied by Insured
2188,Addl Residence Rented to Others,,,,Addl Residence Rented to Others
2189,Employers Liability,,,,
