Instruction, , , , , , , , , , Result, Operator, (, Operand, ), Actual Value(s)
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Other, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Other, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Other, , "(1, Grain) = 0.8"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Other, , "(1, <<998,998>>, Cov F) = 1.035"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Other, , "(1, 8, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Other, , "(1, null, Other) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Other, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.03641778
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Other, , "(1, Cov F, 1000, <<2552,2552>>) = 0.897"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 9.74070000000, ←, , CostData.BaseRate, , 9.7407
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 9.7407000, ←, , CostData.BaseRate, , 9.7407
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Other, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 9.7407, ←, , CostData.BaseRate, , 9.7407
TermAmount, , , , , , , , , , 9.74, ←, , CostData.BaseRate, , 9.7407
, CONTINUE, , , , , , , , , , R, , .01, , 9.74
Scheduled Farm Personal Property ( Unregistered Farm Motor Vehicle ) -Water, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Water (1), , , , , , , , , , , , , , , 
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
PolicySizeFactor, , , , , , , , , , 0.1229688889, ←, , table:PolicySizeRelativity.Water, , "(1, 8544, Cov F) = 0.12296889"
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Water, , "(1, <<1520,1520>>, Cov F) = 1"
BaseRate, , , , , , , , , , 0.5035372718125381632000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Water, , "(1, Cov F) = 4.26"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Water, , "(1, Cov F, 47527) = 0.96"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Water, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Water, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Water, , "(1, Unregistered Farm Motor Vehicle) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Water, , "(1, <<998,998>>, Cov F) = 1.043"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Water, , "(1, 8, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Water, , "(1, <<1,1>>, Other) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Water, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.12296889
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Water, , "(1, Cov F, 1000, <<8544,8544>>) = 0.96"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 0.50350000000, ←, , CostData.BaseRate, , 0.5035
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 0.5035000, ←, , CostData.BaseRate, , 0.5035
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Water, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 0.5035, ←, , CostData.BaseRate, , 0.5035
TermAmount, , , , , , , , , , 0.50, ←, , CostData.BaseRate, , 0.5035
, CONTINUE, , , , , , , , , , R, , .01, , 0.50
Scheduled Farm Personal Property ( Combines ) -Theft, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Theft (1), , , , , , , , , , , , , , , 
PolicySizeFactor, , , , , , , , , , 0.6352122000, ←, , table:PolicySizeRelativity.Theft, , "(1, 52363, Cov F) = 0.6352122"
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Theft, , "(1, <<1520,1520>>, Cov F) = 1"
BaseRate, , , , , , , , , , 33.3739126066702356000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Theft, , "(1, Cov F) = 61.91"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Theft, , "(1, Cov F, 47527) = 0.858"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Theft, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Theft, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Theft, , "(1, Combines) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Theft, , "(1, <<998,998>>, Cov F) = 1.05"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Theft, , "(1, 8, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Theft, , "(1, <<0,0>>, Combines) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Theft, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.6352122
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Theft, , "(1, Cov F, 1000, <<52363,52363>>) = 0.942"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 33.37390000000, ←, , CostData.BaseRate, , 33.3739
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 33.3739000, ←, , CostData.BaseRate, , 33.3739
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Theft, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 33.3739, ←, , CostData.BaseRate, , 33.3739
TermAmount, , , , , , , , , , 33.37, ←, , CostData.BaseRate, , 33.3739
, CONTINUE, , , , , , , , , , R, , .01, , 33.37
Scheduled Farm Personal Property ( Machinery ) -Fire, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Fire (1), , , , , , , , , , , , , , , 
PolicySizeFactor, , , , , , , , , , 0.0564700000, ←, , table:PolicySizeRelativity.Fire, , "(1, 5647, Cov F) = 0.05647"
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Fire, , "(1, <<1520,1520>>, Cov F) = 1"
BaseRate, , , , , , , , , , 2.9774900218981156750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Fire, , "(1, Cov F) = 97.91"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Fire, , "(1, Cov F, 47527) = 0.875"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Fire, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Fire, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Fire, , "(1, Machinery) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Fire, , "(1, <<998,998>>, Cov F) = 1.058"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Fire, , "(1, 8, Cov F) = 0.587"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Fire, , "(1, <<1,1>>, Machinery) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Fire, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.05647
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Fire, , "(1, Cov F, 1000, <<5647,5647>>) = 0.991"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 2.97750000000, ←, , CostData.BaseRate, , 2.9775
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 2.9775000, ←, , CostData.BaseRate, , 2.9775
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Fire, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 2.9775, ←, , CostData.BaseRate, , 2.9775
TermAmount, , , , , , , , , , 2.98, ←, , CostData.BaseRate, , 2.9775
, CONTINUE, , , , , , , , , , R, , .01, , 2.98
Farm Personal Liability - Theft, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Coverage_Theft (1), , , , , , , , , , , , , , , 
PolicySizeFactor, , , , , , , , , , 1.0, ←, , 1, , 1
ContentOnlyFactor, , , , , , , , , , 1.0, ←, , 1, , 1
RateFactor, , , , , , , , , , 1.0, ←, , 1, , 1
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Theft, , "(4, <<1520,1520>>, Cov A) = 1"
ContentOnlyFactor, , , , , , , , , , 1.00000000000, ←, , ContentOnlyFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Utility.Theft, , "(4, null, null, null) = 1"
IFactor, , , , , , , , , , 0.0, ←, , 0, , 0
JFactor, , , , , , , , , , 0.0, ←, , 0, , 0
KFactor, , , , , , , , , , 0.0, ←, , 0, , 0
MFactor, , , , , , , , , , 0.0, ←, , 0, , 0
NFactor, , , , , , , , , , 0.0, ←, , 0, , 0
OFactor, , , , , , , , , , 0.0, ←, , 0, , 0
QFactor, , , , , , , , , , 0.0, ←, , 0, , 0
SmartCameraFactor, , , , , , , , , , 0.0, ←, , 0, , 0
SmartLightFactor, , , , , , , , , , 0.0, ←, , 0, , 0
SmartSmokeAlarmFactor, , , , , , , , , , 0.0, ←, , 0, , 0
WaterLeakgDetFactor, , , , , , , , , , 0.0, ←, , 0, , 0
GasLeakgDetFactor, , , , , , , , , , 0.0, ←, , 0, , 0
GeneratorFactor, , , , , , , , , , 0.0, ←, , 0, , 0
AutTempDetFactor, , , , , , , , , , 0.0, ←, , 0, , 0
ADFactor, , , , , , , , , , 0.0, ←, , 0, , 0
CFactor, , , , , , , , , , 0.0, ←, , 0, , 0
CRFactor, , , , , , , , , , 0.0, ←, , 0, , 0
MaxCreditPerPeril, , , , , , , , , , 0E-10, ←, , table:ProtectiveDevices.Theft, , "(4, Max, Cov A) = 0"
AllDiscount, , , , , , , , , , 0.0, ←, , IFactor, , 0
, CONTINUE, , , , , , , , , , +, , JFactor, , 0
, CONTINUE, , , , , , , , , , +, , KFactor, , 0
, CONTINUE, , , , , , , , , , +, , MFactor, , 0
, CONTINUE, , , , , , , , , , +, , NFactor, , 0
, CONTINUE, , , , , , , , , , +, , OFactor, , 0
, CONTINUE, , , , , , , , , , +, , QFactor, , 0
, CONTINUE, , , , , , , , , , +, , SmartCameraFactor, , 0
, CONTINUE, , , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, CONTINUE, , , , , , , , , , +, , SmartLightFactor, , 0
, CONTINUE, , , , , , , , , , +, , AutTempDetFactor, , 0
, CONTINUE, , , , , , , , , , +, , GeneratorFactor, , 0
, CONTINUE, , , , , , , , , , +, , WaterLeakgDetFactor, , 0
, CONTINUE, , , , , , , , , , +, , GasLeakgDetFactor, , 0
, CONTINUE, , , , , , , , , , +, , ADFactor, , 0
, CONTINUE, , , , , , , , , , +, , CFactor, , 0
, CONTINUE, , , , , , , , , , +, , CRFactor, , 0
FinalFactor, , , , , , , , , , 1.0, ←, , 1, , 1
, CONTINUE, , , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0) = 0"
BaseRate, , , , , , , , , , 0E-284, ←, , table:BaseRate.Theft, , "(4, Cov A) = 0"
, CONTINUE, , , , , , , , , , ×, , ContentOnlyFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Theft, , "(4, Cov A, 47527) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Theft, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , table:Distance To Coast.Theft, , "(47527, null) = 1"
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Theft, , "(4, Dairy, Cov A) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Theft, , "(4, <<998,998>>, Cov A) = 1.05"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Theft, , "(4, 8, Cov A) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Miles To Fire Department.Theft, , "(4, Within5miles, Cov A) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Construction Materials for All.Theft, , "(4, Cov A, null) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Farming Claims Factor.Theft, , "(4, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Dwelling_Age.Theft, , "(4, false, null) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Dwelling Year Built Factor.Theft, , "(4, false, 1, null) = 0"
, CONTINUE, , , , , , , , , , ×, , table:AoR.Theft, , "(4, Cov A, 1, null, null, false, false) = 0"
, CONTINUE, , , , , , , , , , ×, , table:RoofShape.Theft, , "(4, null, false) = 0"
, CONTINUE, , , , , , , , , , ×, , table:RoofExclusion.Theft, , "(4, Cov A, false) = 0"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Theft, , "(4, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Fortified.Theft, , "(4, null) = 0"
, CONTINUE, , , , , , , , , , ×, , FinalFactor, , 1
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 1
, CONTINUE, , , , , , , , , , ×, , CoverageInfo.CovModLimit, , 1
, CONTINUE, , , , , , , , , , ×, , table:Brushfire.Theft, , "(4, <<0,0>>) = 0"
, CONTINUE, , , , , , , , , , ×, , table:SolidFuel.Theft, , "(4, Cov A, false, false, false, false) = 0"
, CONTINUE, , , , , , , , , , ×, , table:FoundationType.Theft, , "(4, null) = 0"
, CONTINUE, , , , , , , , , , ×, , table:ACVRoof.Theft, , "(4, false, Cov A, null) = 1"
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Theft, , "(4, Cov A, null, null) = 0"
, CONTINUE, , , , , , , , , , ×, , table:WHDeductible.Theft, , "(4, false, Cov A, null, null, 1) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Occupancy.Theft, , (No Dwelling) = 0
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 4) = 1"
, CONTINUE, , , , , , , , , , ×, , RateFactor, , 1
BaseRate, , , , , , , , , , 0E-7, ←, , CostData.BaseRate, , 0
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Theft, , "(4, Cov A) = 0"
AdjustedRate, , , , , , , , , , 0.0000, ←, , CostData.BaseRate, , 0
TermAmount, , , , , , , , , , 0.00, ←, , CostData.BaseRate, , 0
, CONTINUE, , , , , , , , , , R, , .01, , 0.00
Private Power and Light Poles Increased Limits, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
PvtPwrLight (1), , , , , , , , , , , , , , , 
BaseRate, , , , , , , , , , 0E-41, ←, , table:Endorsement Property, , (FRMPrivPowLightPoleIncLimCov) = 36
, CONTINUE, , , , , , , , , , ×, (, CoverageInfo.PrivatePowerLightPolesCovTermLimit, , 2500
, CONTINUE, , , , , , , , , , −, , 2500, ), 2500
, CONTINUE, , , , , , , , , , ÷, , 1000, , 1000
, CONTINUE, , , , , , , , , , ×, , table:Credit.Optional Coverage, , "(1, <<998,998>>, Optional) = 1.039"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Optional Coverage, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 0E-11, ←, , CostData.BaseRate, , 0
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
AdjustedRate, , , , , , , , , , 0.0000, ←, , CostData.BaseRate, , 0
TermAmount, , , , , , , , , , 0.00, ←, , CostData.BaseRate, , 0
, CONTINUE, , , , , , , , , , R, , .01, , 0.00
Scheduled Farm Personal Property ( Combines ) -Fire, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
FarmMachineryUnderScheduledPP_Fire (1), , , , , , , , , , , , , , , 
BaseRate, , , , , , , , , , 1.932500000, ←, , CoverageInfo.CoverageFFireCost, , 38.65
, CONTINUE, , , , , , , , , , ×, , table:FPP_RC.Fire, , (0) = 0.05
AdjustedRate, , , , , , , , , , 1.9325, ←, , CostData.BaseRate, , 1.9325
TermAmount, , , , , , , , , , 1.93, ←, , CostData.BaseRate, , 1.9325
, CONTINUE, , , , , , , , , , R, , .01, , 1.93
Scheduled Farm Personal Property ( Cotton Harvesting Equipment ) -Theft, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
FarmMachineryUnderScheduledPP_Theft (1), , , , , , , , , , , , , , , 
BaseRate, , , , , , , , , , 1.396500000, ←, , CoverageInfo.CoverageFTheftCost, , 9.31
, CONTINUE, , , , , , , , , , ×, , table:FPP_RC.Theft, , (1) = 0.15
AdjustedRate, , , , , , , , , , 1.3965, ←, , CostData.BaseRate, , 1.3965
TermAmount, , , , , , , , , , 1.40, ←, , CostData.BaseRate, , 1.3965
, CONTINUE, , , , , , , , , , R, , .01, , 1.40
Scheduled Farm Personal Property ( Unregistered Farm Motor Vehicle ) -Other, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Other (1), , , , , , , , , , , , , , , 
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
PolicySizeFactor, , , , , , , , , , 0.1229688889, ←, , table:PolicySizeRelativity.Other, , "(1, 8544, Cov F) = 0.12296889"
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Other, , "(1, <<1520,1520>>, Cov F) = 1"
BaseRate, , , , , , , , , , 41.1132030424148694375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Other, , "(1, Cov F) = 335"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Other, , "(1, Cov F, 47527) = 1.075"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Other, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Other, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Other, , "(1, Unregistered Farm Motor Vehicle) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Other, , "(1, <<998,998>>, Cov F) = 1.035"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Other, , "(1, 8, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Other, , "(1, <<1,1>>, Other) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Other, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.12296889
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Other, , "(1, Cov F, 1000, <<8544,8544>>) = 0.897"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 41.11320000000, ←, , CostData.BaseRate, , 41.1132
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 41.1132000, ←, , CostData.BaseRate, , 41.1132
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Other, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 41.1132, ←, , CostData.BaseRate, , 41.1132
TermAmount, , , , , , , , , , 41.11, ←, , CostData.BaseRate, , 41.1132
, CONTINUE, , , , , , , , , , R, , .01, , 41.11
Scheduled Farm Personal Property ( Combines ) -Other, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Other (1), , , , , , , , , , , , , , , 
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
PolicySizeFactor, , , , , , , , , , 0.6352122000, ←, , table:PolicySizeRelativity.Other, , "(1, 52363, Cov F) = 0.6352122"
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Other, , "(1, <<1520,1520>>, Cov F) = 1"
BaseRate, , , , , , , , , , 318.5636023944635625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Other, , "(1, Cov F) = 335"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Other, , "(1, Cov F, 47527) = 1.075"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Other, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Other, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Other, , "(1, Combines) = 1.5"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Other, , "(1, <<998,998>>, Cov F) = 1.035"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Other, , "(1, 8, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Other, , "(1, <<0,0>>, Combines) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Other, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.6352122
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Other, , "(1, Cov F, 1000, <<52363,52363>>) = 0.897"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 318.56360000000, ←, , CostData.BaseRate, , 318.5636
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 318.5636000, ←, , CostData.BaseRate, , 318.5636
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Other, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 318.5636, ←, , CostData.BaseRate, , 318.5636
TermAmount, , , , , , , , , , 318.56, ←, , CostData.BaseRate, , 318.5636
, CONTINUE, , , , , , , , , , R, , .01, , 318.56
Scheduled Farm Personal Property ( Combines ) -Hurricane, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Hurricane (1), , , , , , , , , , , , , , , 
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Hurricane, , "(1, <<1520,1520>>, Cov F) = 1"
PolicySizeFactor, , , , , , , , , , 0.5236300000, ←, , table:PolicySizeRelativity.Hurricane, , "(1, 52363, Cov F) = 0.52363"
BaseRate, , , , , , , , , , 1.3008608161900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Hurricane, , "(1, Cov F) = 2.36"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Hurricane, , "(1, Cov F, 47527) = 1.025"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Hurricane, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Hurricane, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Hurricane, , "(1, Combines) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Hurricane, , "(1, <<998,998>>, Cov F) = 1.027"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Hurricane, , "(1, 8, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Hurricane, , "(1, <<0,0>>, Combines) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Hurricane, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.52363
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Hurricane, , "(1, Cov F, 1000, <<52363,52363>>) = 1"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 1.30090000000, ←, , CostData.BaseRate, , 1.3009
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 1.3009000, ←, , CostData.BaseRate, , 1.3009
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Hurricane, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 1.3009, ←, , CostData.BaseRate, , 1.3009
TermAmount, , , , , , , , , , 1.30, ←, , CostData.BaseRate, , 1.3009
, CONTINUE, , , , , , , , , , R, , .01, , 1.30
Scheduled Farm Personal Property ( Combines ) -Fire, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Fire (1), , , , , , , , , , , , , , , 
PolicySizeFactor, , , , , , , , , , 0.5236300000, ←, , table:PolicySizeRelativity.Fire, , "(1, 52363, Cov F) = 0.52363"
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Fire, , "(1, <<1520,1520>>, Cov F) = 1"
BaseRate, , , , , , , , , , 38.6531669954509374050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Fire, , "(1, Cov F) = 97.91"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Fire, , "(1, Cov F, 47527) = 0.875"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Fire, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Fire, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Fire, , "(1, Combines) = 1.4"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Fire, , "(1, <<998,998>>, Cov F) = 1.058"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Fire, , "(1, 8, Cov F) = 0.587"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Fire, , "(1, <<0,0>>, Combines) = 1"
